group,Home Improvement Contractor,Debt Collection Agency,Hospitality and Food Services,Process Serving Agency,Pool or Billiard Room,Service Providers,Scale Dealer Repairer,General Vendor Distributor,Specialty Services,Scrap Metal Processor,Auction House Premises,Parking Lot,Sidewalk Cafe,Bingo Game Operator,Horse Drawn Cab Owner,Booting Company,Cabaret,root,Tow Truck Company,Amusement Device Temporary,Employment Agency,Secondhand Dealer - General,Special Sale,Storage Warehouse,Cigarette Retail Dealer,Newsstand,Amusement Arcade,Property and Real Estate,Electronics Store,Games of Chance,Secondhand Dealer - Auto,Transportation and Storage,Tow Truck Exemption,Amusement Device Permanent,Secondhand Dealer - Firearms,Pedicab Business,Laundry Jobber,Entertainment and Leisure,Amusement Device Portable,Dealer In Products,Gaming Cafe,Stoop Line Stand,Laundry,Commercial Lessor,Sightseeing Bus,Catering Establishment,Electronic & Appliance Service,Garage and Parking Lot,Garage,Retail and Sales
41185,9,0,1,0,0,10,0,0,0,0,0,0,1,0,0,0,0,50,1,0,0,9,0,0,9,1,0,5,2,0,3,1,0,0,0,0,1,2,2,1,0,6,4,0,0,0,1,0,0,31
796,11,1,2,0,0,15,0,0,0,0,1,2,2,0,0,0,1,63,1,0,0,7,0,1,14,0,0,5,6,1,1,6,0,1,0,0,1,4,1,0,0,2,4,0,0,0,3,0,2,31
35202,9,1,1,0,0,12,0,0,0,0,0,2,1,0,0,0,0,44,0,0,2,9,0,0,7,1,0,6,2,0,1,3,0,0,0,0,3,0,0,0,0,2,3,0,0,0,0,0,1,22
41165,7,1,2,0,0,11,0,0,0,0,0,0,2,0,1,0,0,69,2,0,0,14,0,0,13,0,0,9,6,0,1,5,0,1,0,2,7,6,5,0,0,2,2,0,0,0,3,0,0,36
7299,13,1,1,0,0,18,0,0,0,0,0,0,0,0,0,0,0,67,1,1,1,6,0,0,19,1,0,8,5,0,0,4,0,0,0,0,3,2,1,0,0,3,5,0,0,1,3,0,3,34
38022,20,1,2,0,0,25,0,0,0,0,0,0,2,0,0,0,0,65,0,0,0,7,0,0,16,0,0,3,3,0,1,2,1,0,0,0,1,1,1,0,0,5,2,0,0,0,4,0,1,32
6016,8,1,0,0,0,12,0,0,0,0,0,0,0,0,1,0,0,62,0,0,1,9,0,0,19,1,0,4,0,0,3,4,0,0,0,1,2,1,1,1,0,8,2,0,0,0,2,0,2,41
22432,9,1,0,0,0,11,0,0,0,0,0,1,0,0,0,0,1,51,0,0,0,7,0,0,15,0,1,4,4,1,1,3,0,0,0,0,2,5,2,0,0,1,2,0,0,0,1,0,2,28
12381,9,3,2,0,0,17,0,0,0,0,0,1,2,0,0,0,0,63,0,0,1,9,0,0,8,0,0,8,5,0,3,6,0,0,0,1,2,0,0,2,0,3,6,0,0,0,4,1,3,30
528,9,3,2,0,1,12,0,0,0,0,0,0,2,0,0,0,0,46,0,0,0,10,0,0,9,1,0,1,3,0,1,3,0,0,0,1,0,2,1,1,0,1,1,0,0,0,0,0,2,26
5525,15,5,4,0,0,20,0,0,0,0,0,0,4,0,0,0,0,62,1,0,0,8,0,0,13,0,0,3,3,1,1,3,0,0,0,0,0,3,2,1,0,3,3,0,0,0,0,0,2,29
41608,13,3,3,1,0,24,0,0,0,0,0,0,3,0,0,0,1,61,0,0,1,6,0,0,8,0,0,9,2,0,1,2,0,0,0,1,4,1,0,0,0,5,5,0,0,0,6,0,1,22
32770,11,1,2,0,0,14,1,0,0,0,0,3,2,1,0,0,0,59,0,0,1,7,0,0,13,1,0,7,6,0,0,4,0,0,0,1,3,2,1,3,0,0,4,0,0,0,0,0,0,30
36628,9,1,8,1,0,11,0,0,1,1,0,0,8,0,0,0,0,53,3,0,0,5,0,0,9,1,0,6,2,0,1,3,0,0,0,0,1,0,0,2,0,4,5,0,0,0,0,0,0,24
26887,11,1,0,0,0,12,0,0,0,0,0,1,0,0,0,0,0,49,2,0,0,5,0,0,16,0,0,3,1,2,1,5,0,0,0,2,1,2,0,2,0,2,2,0,0,0,0,0,0,27
43139,10,1,1,0,0,13,0,0,0,0,0,1,1,0,0,0,1,54,1,0,0,7,0,0,10,1,0,8,4,0,2,4,0,0,0,0,1,2,1,0,0,2,7,0,0,0,2,0,2,26
17632,5,1,0,0,0,7,0,0,1,1,0,0,0,0,0,0,0,34,0,0,0,6,0,0,8,0,0,1,3,0,3,2,0,0,0,0,0,1,1,2,0,0,1,0,0,0,1,0,2,22
38809,15,4,3,0,0,25,0,0,0,0,0,1,2,0,0,0,0,61,0,0,0,10,0,0,9,0,0,5,3,0,3,3,0,0,0,0,1,0,0,0,0,0,4,0,0,1,6,0,2,25
41523,7,0,1,0,0,8,0,0,0,0,0,0,1,0,0,0,0,44,2,0,0,3,0,0,12,1,0,3,5,0,2,4,0,0,0,0,1,3,3,0,0,2,2,0,0,0,1,0,2,25
9637,6,0,2,0,0,6,0,0,0,0,0,0,2,0,0,0,0,20,0,0,0,2,0,0,5,0,0,1,2,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,11
32544,6,0,0,0,0,8,0,0,0,0,1,0,0,0,0,0,0,21,0,0,1,2,0,0,2,0,0,3,2,0,1,0,0,0,0,0,2,0,0,0,0,2,1,0,0,0,1,0,0,10
41380,10,2,3,0,1,15,0,0,0,0,0,0,3,0,0,0,0,61,1,0,1,8,0,0,9,0,0,8,7,0,1,2,0,0,0,0,3,4,3,0,0,4,5,0,0,0,2,1,0,29
5783,11,2,0,1,0,18,0,0,0,0,1,2,0,0,0,0,0,69,0,0,0,10,0,0,10,1,0,7,11,0,2,3,0,0,0,0,1,2,2,2,0,2,6,0,0,0,4,0,1,39
6460,13,2,0,0,0,15,0,0,0,0,0,0,0,0,0,0,1,34,1,0,0,5,0,0,7,0,0,1,1,0,2,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,15
33125,12,1,7,0,0,18,0,0,0,0,0,2,6,0,1,0,2,67,1,0,1,9,0,1,13,0,0,5,1,0,2,6,0,0,0,0,0,2,0,0,0,4,5,0,0,1,4,0,1,29
22544,12,2,0,0,0,17,0,0,1,1,0,2,0,0,0,0,0,57,0,0,1,8,0,0,12,1,0,4,3,0,3,3,0,0,1,1,1,2,2,1,0,1,3,0,0,0,2,0,0,30
21406,9,5,2,0,0,16,0,0,0,0,1,1,2,0,0,0,0,53,0,0,0,10,0,1,10,0,0,6,2,0,0,3,0,0,0,1,3,1,0,0,1,2,3,0,0,0,2,0,0,25
7040,15,4,1,1,0,22,0,0,0,0,0,1,1,0,0,0,0,68,1,0,0,12,0,1,14,1,0,5,5,0,0,5,0,0,0,0,2,0,0,0,0,3,3,0,0,0,2,0,2,35
40866,10,0,4,0,0,13,0,0,0,0,0,0,4,0,0,0,0,51,0,0,0,6,0,0,9,0,0,5,1,0,4,3,0,0,0,0,4,0,0,0,0,6,1,0,0,0,3,1,2,26
37925,17,2,0,0,0,24,0,0,0,0,0,0,0,0,0,0,0,67,0,0,2,5,0,0,9,0,0,5,9,0,3,3,0,1,0,0,0,2,1,3,0,4,5,0,0,0,3,0,3,33
15344,9,1,0,0,0,13,0,0,0,0,0,0,0,0,0,0,0,37,2,0,1,4,0,0,9,0,0,2,2,0,1,2,0,0,0,0,0,0,0,1,0,3,2,0,0,0,2,0,0,20
16254,4,1,2,0,0,6,0,0,0,0,0,1,2,0,0,0,0,16,0,0,0,2,0,0,0,0,0,3,1,0,0,1,0,0,0,0,3,0,0,0,0,1,0,0,0,0,1,0,0,4
30705,9,2,0,0,0,14,0,0,0,0,0,1,0,0,0,0,0,50,1,0,2,9,0,0,9,0,0,3,5,0,1,4,0,0,0,0,1,1,1,1,0,3,2,0,0,0,1,0,2,28
3509,10,1,2,0,0,12,0,0,0,0,0,0,2,0,0,0,0,48,0,0,1,9,0,0,11,0,1,4,4,0,2,0,0,0,0,0,0,1,0,0,0,3,4,0,0,0,0,0,0,29
28661,16,1,1,0,0,18,0,0,0,0,0,0,1,0,0,0,0,46,0,0,0,4,0,0,5,0,0,7,1,0,1,1,0,0,0,0,4,1,1,0,0,7,3,0,0,0,1,0,1,18
31041,2,1,1,0,0,4,0,0,0,0,1,0,1,0,0,0,0,17,0,0,0,1,0,0,5,0,0,3,1,0,0,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,1,0,0,9
29363,10,0,1,0,0,11,0,0,0,0,0,0,1,0,0,0,0,49,1,0,0,10,0,0,11,0,0,5,3,0,0,1,0,0,0,0,3,0,0,3,0,4,2,0,0,0,1,0,0,31
40225,17,0,5,0,0,20,0,0,1,1,0,0,5,0,0,0,0,71,2,0,0,12,0,0,12,2,0,5,7,0,0,6,0,0,0,2,1,0,0,0,0,1,4,0,0,0,3,0,2,34
16249,12,0,2,0,0,14,0,0,0,0,0,0,2,0,0,0,0,39,1,0,0,0,0,0,5,1,0,4,5,0,3,3,0,0,0,0,1,1,1,0,0,1,3,0,0,0,2,0,2,15
41616,16,2,2,0,0,19,0,0,0,0,0,2,2,0,0,0,0,60,1,0,0,4,0,0,10,2,0,4,2,0,1,9,0,0,0,3,2,2,2,2,0,3,1,1,0,0,1,0,3,24
41348,12,1,2,1,1,20,0,0,0,0,0,0,2,0,0,0,0,63,1,0,3,10,0,0,9,2,0,9,4,1,0,2,0,0,0,0,7,2,0,0,0,3,2,0,0,0,3,0,1,28
34125,15,1,1,0,0,16,0,0,0,0,0,1,1,0,0,0,0,43,1,0,0,3,0,0,5,1,0,5,1,0,2,5,0,0,0,0,3,0,0,2,0,2,2,0,0,0,0,0,3,16
28637,5,2,3,0,1,8,0,0,0,0,0,0,3,0,0,0,0,35,0,0,0,3,0,0,8,0,0,6,2,0,0,1,0,0,0,0,2,1,0,0,0,3,4,0,0,0,1,0,1,16
18164,11,3,0,0,0,16,1,0,0,0,0,0,0,0,1,0,0,51,1,0,0,7,0,1,9,0,0,5,1,0,3,5,0,0,0,0,3,1,1,1,0,3,2,0,0,0,1,0,2,24
33131,7,0,1,0,0,8,0,0,0,0,0,2,1,0,1,0,0,44,1,0,1,7,0,0,10,0,0,2,2,0,1,5,0,1,0,0,0,4,2,0,1,4,2,0,0,0,0,0,1,24
33242,14,1,4,1,0,20,0,0,0,0,0,2,4,0,0,0,0,64,0,0,1,12,0,0,15,1,0,1,2,0,2,2,0,0,0,0,0,0,0,2,0,3,1,0,0,0,3,0,0,37
19720,10,1,1,1,0,16,0,0,0,0,0,1,1,0,0,0,0,54,0,0,1,6,0,0,12,1,0,8,6,1,0,1,0,1,0,0,3,2,0,0,0,1,5,0,0,0,3,0,0,26
7936,8,0,2,0,0,9,0,0,0,0,0,0,2,0,0,0,0,42,0,0,0,4,0,0,8,0,0,8,3,0,0,3,0,0,0,1,1,0,0,1,0,4,7,0,0,0,1,0,2,20
37145,6,2,0,0,0,8,0,0,0,0,0,2,0,0,0,0,0,38,1,0,0,5,0,0,10,0,0,1,3,0,0,4,0,0,0,0,1,1,1,3,0,3,0,0,0,0,0,0,1,24
32019,4,0,0,0,0,5,0,0,0,0,0,0,0,0,0,0,0,26,0,0,0,8,0,0,3,0,0,4,2,1,1,0,0,0,0,0,2,2,1,0,0,1,2,0,0,0,1,0,0,15
8711,13,1,2,0,0,18,0,0,0,0,0,0,2,0,0,0,0,57,0,0,1,8,0,0,12,2,0,8,4,0,1,1,0,0,0,0,2,0,0,1,0,0,6,0,0,0,3,0,1,28
44156,7,1,0,0,0,8,0,0,0,0,0,0,0,0,0,0,0,26,1,0,0,2,0,0,8,0,0,1,2,0,0,1,0,0,0,0,1,0,0,0,0,4,0,0,0,0,0,0,0,16
10268,12,1,1,0,0,14,0,0,0,0,1,0,1,0,0,0,0,49,1,0,0,9,0,0,8,1,0,5,6,0,0,1,0,0,0,0,2,1,1,2,0,0,3,0,0,0,1,0,0,27
24833,5,2,1,0,0,9,0,0,1,1,0,0,1,0,0,0,0,35,0,0,0,6,0,0,9,0,0,2,4,0,0,0,0,1,0,0,1,2,1,1,0,0,1,0,0,0,2,0,0,20
33044,9,1,0,0,0,12,0,0,0,0,0,2,0,0,0,0,0,38,0,0,0,4,0,0,11,0,0,3,2,0,0,4,0,0,0,1,0,0,0,1,0,1,3,0,0,0,2,0,1,19
31417,6,1,1,1,0,9,0,0,0,0,0,0,1,0,0,0,0,38,0,0,0,7,0,1,6,0,0,6,5,0,0,3,0,1,0,0,2,1,0,0,0,0,4,0,0,0,1,1,1,18
11532,10,1,0,0,0,14,0,0,0,0,0,0,0,0,0,0,0,42,1,0,1,7,0,0,5,1,0,6,3,0,0,2,0,0,0,1,3,0,0,1,0,3,3,0,0,0,2,0,0,20
41988,12,0,2,0,0,14,0,0,0,0,0,0,2,0,0,0,0,54,2,0,0,7,0,0,11,1,0,6,5,0,1,2,0,0,0,0,1,0,0,1,0,4,5,0,0,0,2,0,0,30
40864,13,2,0,1,0,19,0,0,0,0,0,0,0,0,0,0,0,57,0,0,0,6,0,0,14,2,0,1,5,0,2,3,0,0,0,0,0,0,0,1,0,4,1,0,0,0,3,1,2,34
25502,12,0,1,0,0,17,1,0,0,0,0,0,1,0,1,0,0,54,0,0,2,10,0,0,6,1,1,5,3,1,0,5,0,1,0,1,2,4,1,1,0,1,3,0,0,0,2,0,3,22
33083,9,4,2,0,0,14,0,0,0,0,0,1,2,1,0,0,0,55,0,0,0,6,0,0,12,0,0,7,3,0,2,6,0,0,0,1,2,1,0,1,0,1,5,0,0,0,1,0,4,25
33340,7,0,0,0,0,11,0,0,0,0,0,1,0,0,0,0,0,35,0,0,0,4,0,0,8,0,0,6,2,0,0,3,1,0,0,0,2,0,0,1,0,0,4,0,0,0,4,0,1,15
9616,4,3,1,2,0,10,0,0,0,0,0,0,1,0,0,0,0,44,0,0,0,7,0,0,8,1,0,8,3,0,1,2,0,0,0,0,6,0,0,2,0,1,2,0,0,0,1,0,2,23
33098,6,1,2,0,0,9,0,0,0,0,0,3,2,0,0,0,0,48,0,0,1,9,0,0,10,0,0,5,2,0,2,3,0,1,0,0,2,2,1,0,0,4,3,0,0,0,1,0,0,27
33213,11,1,2,0,0,14,0,0,1,1,0,1,2,0,0,0,1,53,1,0,1,8,0,0,10,0,0,5,2,0,1,6,0,0,0,2,3,2,1,0,0,2,2,0,0,0,1,0,2,23
738,13,0,0,0,0,15,0,0,0,0,0,0,0,1,0,0,0,56,1,0,1,7,0,0,16,1,0,5,3,0,0,2,0,0,0,1,0,2,1,1,0,4,5,0,0,0,1,0,0,32
33717,6,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,43,1,0,0,7,0,0,10,0,0,6,4,0,1,5,1,0,1,1,2,0,0,0,0,3,3,1,0,0,0,0,2,26
28252,13,3,0,0,0,18,0,0,0,0,0,0,0,1,1,0,0,68,0,0,0,7,0,0,24,0,0,4,4,0,2,3,0,0,0,1,1,1,0,2,0,3,3,0,0,0,2,0,1,42
33127,7,3,1,0,0,13,0,0,0,0,0,1,1,0,0,0,0,65,0,0,0,9,0,0,16,0,0,7,4,0,1,3,0,0,0,0,3,2,2,3,0,6,4,0,0,0,3,0,2,39
11813,8,2,1,1,0,15,0,0,0,0,0,0,1,0,0,0,0,53,1,0,0,5,0,1,9,1,0,8,4,0,0,7,0,0,0,0,1,1,1,2,0,0,7,0,0,0,4,0,5,21
37765,12,1,1,0,0,19,0,0,0,0,0,1,1,0,0,0,0,59,1,0,1,13,0,0,5,0,0,7,3,0,2,5,0,0,0,0,2,0,0,1,0,3,5,0,0,0,5,0,3,27
14060,14,4,2,0,0,23,0,0,0,0,0,3,2,0,1,0,0,56,0,0,0,5,0,0,4,0,0,6,3,1,2,6,0,0,0,0,2,3,2,0,0,2,4,0,0,0,5,0,2,16
15608,13,3,0,0,0,19,0,0,0,0,0,2,0,0,0,0,0,56,0,0,0,6,0,0,9,1,0,7,3,0,3,3,0,0,0,0,3,1,1,0,0,4,4,0,0,0,3,0,1,26
11378,10,1,1,0,0,14,0,0,0,0,0,0,1,0,0,0,0,54,0,0,0,10,0,0,6,1,0,6,2,0,2,1,1,0,0,0,0,1,1,1,0,9,6,0,0,0,3,0,0,31
22403,11,0,1,0,0,11,0,0,0,0,0,0,1,0,0,0,0,45,0,0,0,12,0,0,9,0,0,5,3,0,0,1,0,0,0,0,1,0,0,1,0,2,4,0,0,0,0,0,1,27
7884,6,1,4,0,0,9,0,0,0,0,0,0,4,0,1,0,0,43,1,0,0,8,0,0,10,0,0,4,0,0,1,2,0,0,0,0,3,1,1,0,0,4,1,0,0,0,2,0,0,23
15750,8,0,0,0,0,15,0,0,0,0,0,1,0,0,0,0,0,54,2,0,0,6,0,0,12,1,0,4,3,1,0,5,0,0,0,0,1,2,1,4,0,2,3,0,0,0,7,0,2,28
33857,17,0,1,1,0,23,0,0,0,0,0,0,1,2,0,0,0,63,1,0,1,7,0,0,6,0,0,8,2,0,3,8,0,0,0,0,3,2,0,1,0,2,5,0,0,0,4,0,7,21
35713,7,1,1,1,0,12,0,0,0,0,0,0,1,0,0,0,0,49,0,0,0,11,0,0,10,0,0,7,4,0,0,2,0,0,0,1,3,0,0,1,0,1,4,0,0,0,3,0,1,27
34945,16,2,1,0,0,20,0,0,0,0,0,1,1,0,1,0,0,57,0,0,1,4,0,0,10,0,0,9,4,0,2,2,0,0,0,0,1,1,1,0,0,4,8,0,0,0,1,0,0,24
14525,11,1,0,0,0,14,0,0,0,0,0,1,0,0,1,0,0,55,0,0,0,9,0,0,14,1,0,5,2,0,0,5,0,0,0,1,1,2,2,2,0,1,4,0,0,0,2,0,2,29
33051,10,1,0,0,0,18,0,0,0,0,0,2,0,1,0,0,0,46,1,0,1,8,0,1,5,1,0,2,2,1,2,5,0,0,0,0,0,2,0,1,0,0,2,0,0,0,6,0,1,19
11787,11,3,2,1,0,18,0,0,0,0,0,0,2,0,0,0,0,60,0,0,0,7,0,0,15,0,0,3,5,0,0,4,0,0,0,1,1,1,1,0,0,5,2,0,0,0,3,0,3,32
33281,11,2,0,1,0,18,0,0,1,1,0,1,0,0,0,0,1,41,0,0,0,4,0,0,5,0,0,4,3,0,1,3,0,0,0,0,3,1,0,1,0,0,1,0,0,0,4,0,2,14
35072,11,0,0,0,0,13,0,0,0,0,0,2,0,0,1,0,0,56,1,0,0,8,0,0,14,1,0,8,5,0,0,4,0,0,0,0,6,0,0,1,0,2,2,0,0,0,2,0,0,31
35087,4,0,1,1,0,8,0,0,0,0,0,0,1,0,0,0,0,44,1,0,0,5,0,0,13,0,0,5,1,0,0,2,0,0,0,0,2,1,1,2,0,6,3,0,0,0,3,0,1,27
34527,10,1,2,0,0,12,0,0,0,0,0,0,2,0,0,0,0,46,1,0,1,6,0,1,7,2,0,3,3,0,1,5,0,0,0,1,1,0,0,2,0,3,2,0,0,0,0,0,2,24
16542,11,1,0,0,0,13,0,0,0,0,1,2,0,0,0,0,0,45,2,0,0,6,0,0,9,0,0,4,5,0,0,5,0,0,0,0,2,0,0,1,0,1,2,0,0,0,1,0,1,23
37253,12,0,4,0,0,17,0,0,0,0,0,1,4,0,0,0,0,56,0,0,0,7,0,0,9,0,0,3,6,0,1,4,0,0,0,1,2,1,1,1,0,3,1,0,0,0,5,0,2,27
37269,17,3,1,0,0,23,0,0,0,0,0,2,1,0,0,0,0,60,0,0,0,7,0,0,11,1,0,5,7,0,0,2,0,0,0,0,3,0,0,1,0,2,2,0,0,0,3,0,0,29
41298,6,0,1,1,0,8,0,0,0,0,0,1,1,0,0,0,0,29,0,0,0,4,0,0,7,0,0,2,2,0,0,2,0,0,0,1,1,1,1,0,0,2,1,0,0,0,1,0,0,15
36114,8,0,1,1,0,13,0,0,0,0,0,1,1,0,0,0,0,40,0,0,0,4,0,1,6,0,0,2,4,0,3,2,0,0,0,0,1,2,2,1,0,2,1,0,0,0,4,0,0,20
11271,10,1,0,0,0,12,0,0,0,0,1,0,0,0,0,0,0,49,1,0,0,6,0,0,13,0,0,7,1,0,2,4,0,0,0,0,2,0,0,1,0,2,5,0,0,0,1,0,3,26
42603,9,0,1,0,0,10,0,0,1,1,0,2,0,0,0,0,0,34,0,0,0,7,0,0,3,1,0,3,3,0,0,2,0,0,0,0,3,0,0,0,0,3,0,0,0,1,1,0,0,17
23683,10,3,1,0,0,15,0,0,0,0,0,1,1,0,1,0,0,61,3,0,0,12,0,0,12,0,0,3,4,0,1,5,0,2,0,0,1,3,1,1,0,4,2,0,0,0,2,0,0,34
19076,18,0,1,0,0,21,0,0,0,0,0,2,1,0,0,0,0,67,0,0,0,10,0,0,10,1,0,7,6,0,1,4,0,0,0,0,4,1,1,0,0,5,3,0,0,0,3,0,2,33
29309,11,1,2,0,0,14,0,0,0,0,0,0,2,0,0,0,0,46,0,0,0,4,0,0,14,0,0,7,3,0,1,1,1,0,0,0,3,0,0,0,0,0,4,0,0,0,2,0,0,22
38530,15,0,1,0,0,18,0,0,1,1,0,1,1,0,0,0,0,57,2,0,2,6,0,0,8,0,0,5,6,0,1,7,0,0,0,1,1,0,0,0,0,4,4,0,0,0,1,1,2,25
11811,8,3,0,0,0,14,0,0,1,1,0,1,0,0,0,0,1,52,1,0,0,9,0,0,10,3,0,7,2,0,1,2,0,0,0,0,1,1,0,0,0,2,6,0,0,0,3,0,0,27
25867,7,2,1,1,0,12,0,0,0,0,0,2,1,0,0,0,0,43,0,0,0,8,0,0,10,1,0,2,2,0,2,3,0,1,0,0,1,2,1,0,0,0,1,0,0,0,2,0,1,23
30283,5,1,1,0,0,7,0,0,0,0,0,0,1,0,1,0,0,45,0,0,0,9,0,1,11,0,0,4,3,0,1,5,0,0,0,0,2,0,0,2,0,2,2,0,0,0,1,0,3,28
11675,12,2,3,1,0,19,0,0,0,0,0,0,3,0,0,0,0,58,0,0,1,5,0,0,7,1,0,8,7,0,2,3,0,0,0,0,4,0,0,1,0,2,4,0,0,0,3,0,3,25
25112,10,0,0,0,0,13,0,0,0,0,0,1,0,0,0,0,0,37,0,0,0,6,0,0,7,0,0,4,4,0,1,2,0,0,0,0,1,0,0,0,0,0,3,0,0,0,3,0,1,18
41532,9,1,3,0,0,10,0,0,0,0,0,0,3,0,0,0,0,42,2,0,0,7,0,0,6,0,0,9,1,0,1,2,0,1,0,0,2,2,1,0,0,1,7,0,0,0,0,0,0,16
24708,10,3,0,0,0,16,0,0,0,0,0,1,0,0,0,0,0,47,0,0,2,8,0,0,8,0,0,3,3,1,1,3,0,0,0,0,1,3,2,0,0,2,2,0,0,0,1,0,2,22
40594,11,2,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,55,0,0,0,5,0,0,15,0,0,5,7,0,1,2,0,0,0,0,3,0,0,2,0,2,2,0,0,0,3,0,2,32
31272,6,0,0,0,0,8,0,0,0,0,0,1,0,0,0,0,0,31,1,0,0,5,0,0,7,0,0,3,1,0,0,3,0,0,0,0,1,1,1,1,0,2,2,0,0,0,2,0,1,16
11404,4,4,2,0,0,9,0,0,0,0,0,0,2,0,0,0,1,35,0,0,0,7,0,0,7,0,0,3,3,0,1,0,0,0,0,0,2,1,0,2,0,0,1,0,0,0,1,0,0,20
12539,8,0,1,0,0,13,0,0,0,0,0,0,0,0,0,0,0,40,0,0,1,6,0,0,10,1,0,3,2,0,1,2,0,0,0,0,1,0,0,0,0,1,2,0,0,1,4,0,2,21
16484,7,0,1,0,0,10,0,0,0,0,0,0,0,0,0,0,0,36,0,0,1,6,0,0,7,0,0,1,3,0,0,1,0,0,0,0,0,0,0,1,0,6,1,0,0,1,2,0,1,23
25473,11,1,1,0,1,14,0,0,0,0,0,1,1,0,0,0,0,57,0,0,0,10,0,0,10,0,0,5,3,0,1,5,0,2,0,2,3,4,1,1,0,3,2,0,0,0,2,0,2,28
39953,17,2,0,0,0,21,0,0,0,0,0,1,0,0,0,0,0,58,1,0,0,7,0,0,11,0,0,7,3,0,1,4,0,1,0,0,3,2,1,0,0,2,4,0,0,0,2,0,2,24
19718,14,6,4,0,0,25,1,0,0,0,0,1,4,0,0,0,0,73,0,0,0,9,0,0,12,0,0,6,4,0,2,5,0,0,0,0,3,2,2,2,0,2,3,0,0,0,4,0,4,31
13096,19,2,2,0,0,24,0,0,1,1,0,1,2,0,0,0,0,61,3,0,0,8,0,0,9,0,0,8,3,0,1,4,0,0,0,0,3,0,0,1,0,0,5,0,0,0,3,0,0,22
34850,9,2,0,0,0,12,0,0,0,0,0,2,0,0,0,0,0,45,0,0,0,7,0,0,11,0,0,2,2,0,1,2,0,1,0,0,1,3,2,1,0,4,1,0,0,0,1,0,0,26
3221,7,0,0,0,0,10,0,0,1,1,0,0,0,0,0,0,0,38,0,0,0,4,0,0,13,0,0,2,1,0,2,2,1,0,0,0,1,2,2,0,0,1,1,0,0,0,3,0,1,21
18570,10,2,2,0,0,12,0,0,0,0,0,1,2,0,0,0,0,57,0,0,0,13,0,0,11,1,0,7,2,0,2,2,0,0,0,0,5,2,2,1,0,2,2,0,0,0,0,0,1,32
40719,13,1,6,0,0,15,0,0,1,1,0,3,6,0,0,0,0,55,0,0,0,7,0,0,10,0,0,4,1,0,1,6,0,0,0,1,0,1,1,1,0,2,4,0,0,0,1,0,2,22
35467,11,3,0,0,0,18,0,0,0,0,0,0,0,0,0,0,0,54,3,0,0,4,0,0,10,1,0,7,6,0,1,3,0,0,0,0,4,1,1,1,0,2,3,0,0,0,4,0,0,25
25474,8,1,2,0,0,11,0,0,0,0,0,1,2,0,0,0,0,39,0,0,0,7,0,1,9,0,0,2,1,0,1,3,0,0,0,0,0,0,0,1,0,2,2,0,0,0,2,1,0,21
11793,11,3,0,0,0,16,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,6,0,0,11,0,0,3,2,1,1,2,0,0,0,0,3,2,1,0,0,4,0,0,0,0,2,0,2,24
12052,13,2,1,0,0,17,0,0,0,0,0,0,1,0,0,0,0,66,2,0,1,6,0,0,16,2,0,6,5,0,2,5,0,1,0,1,4,2,1,0,0,4,2,0,0,0,1,0,2,35
33999,12,0,0,0,0,16,0,0,1,1,0,0,0,0,0,0,0,61,0,0,0,14,0,0,7,0,0,6,6,0,1,4,0,2,0,0,1,3,0,1,1,2,5,0,0,0,4,1,3,31
40870,14,3,2,0,0,18,0,0,0,0,0,0,2,0,0,0,0,54,2,0,0,5,0,0,12,0,0,3,6,0,1,4,0,1,0,1,1,1,0,0,0,2,2,0,0,0,1,0,1,26
39299,14,1,2,0,0,17,0,0,0,0,0,0,2,0,0,0,0,65,1,0,0,9,0,0,11,1,0,3,7,0,4,1,0,0,0,0,0,1,1,2,0,7,3,0,0,0,2,0,0,41
27018,10,1,1,1,0,15,0,0,0,0,0,0,1,0,0,0,0,39,2,0,1,5,0,0,2,0,0,3,3,0,2,4,0,0,0,0,2,1,1,0,0,3,1,0,0,0,2,0,2,15
13161,14,1,1,0,0,18,0,0,0,0,0,1,1,0,0,0,0,40,0,0,2,4,0,0,5,0,0,4,4,0,0,2,0,0,0,1,1,1,1,1,0,0,3,0,0,0,1,0,0,14
37528,20,1,4,0,0,24,0,0,0,0,0,1,4,0,0,0,0,75,0,0,1,8,0,0,18,1,0,7,4,0,0,3,0,0,0,0,3,1,1,1,0,4,4,0,0,0,2,0,2,36
40465,12,2,0,0,0,14,0,0,1,1,0,2,0,1,0,0,0,55,0,0,0,6,0,0,13,1,0,5,1,0,1,6,0,1,0,0,1,3,0,0,1,4,4,0,0,0,0,0,4,26
19742,11,0,2,0,0,11,0,0,0,0,0,2,1,0,0,0,0,49,1,0,0,7,0,0,9,0,0,6,5,0,1,4,0,1,0,0,2,1,0,2,0,1,4,0,0,1,0,0,1,25
11778,20,5,2,0,0,27,0,0,0,0,0,1,2,1,0,0,0,63,1,0,0,5,0,0,9,1,0,4,6,0,2,4,0,0,0,0,2,1,0,0,0,2,2,0,0,0,2,0,2,25
